1.000000000000000000e+01,7.470675106019078471e-02
1.008008008008008005e+01,7.401318888686163333e-02
1.016016016016016010e+01,7.332360301363818889e-02
1.024024024024024015e+01,7.263799188391863171e-02
1.032032032032032021e+01,7.195635394110140581e-02
1.040040040040040026e+01,7.127868762858466378e-02
1.048048048048048031e+01,7.060499138976668310e-02
1.056056056056056036e+01,6.993526366804576899e-02
1.064064064064064041e+01,6.926950290682015732e-02
1.072072072072072046e+01,6.860770754948816719e-02
1.080080080080080052e+01,6.794987603944802057e-02
1.088088088088088057e+01,6.729600682009800883e-02
1.096096096096096062e+01,6.664609833483639556e-02
1.104104104104104067e+01,6.600014902706138886e-02
1.112112112112112072e+01,6.535815734017139111e-02
1.120120120120120077e+01,6.472012171756459653e-02
1.128128128128128083e+01,6.408604060263925484e-02
1.136136136136136088e+01,6.345591243879365739e-02
1.144144144144144093e+01,6.282973566942608168e-02
1.152152152152152098e+01,6.220750873793476354e-02
1.160160160160160103e+01,6.158923008771801516e-02
1.168168168168168108e+01,6.097489816217410014e-02
1.176176176176176114e+01,6.036451140470124044e-02
1.184184184184184119e+01,5.975806825869778294e-02
1.192192192192192124e+01,5.915556716756194960e-02
1.200200200200200129e+01,5.855700657469199710e-02
1.208208208208208134e+01,5.796238492348620985e-02
1.216216216216216139e+01,5.737170065734285146e-02
1.224224224224224145e+01,5.678495221966022716e-02
1.232232232232232150e+01,5.620213805383656586e-02
1.240240240240240155e+01,5.562325660327015198e-02
1.248248248248248160e+01,5.504830631135924912e-02
1.256256256256256165e+01,5.447728562150214865e-02
1.264264264264264170e+01,5.391019297709708641e-02
1.272272272272272176e+01,5.334702682154233988e-02
1.280280280280280181e+01,5.278778559823620042e-02
1.288288288288288186e+01,5.223246775057691083e-02
1.296296296296296191e+01,5.168107172196274857e-02
1.304304304304304196e+01,5.113359595579201194e-02
1.312312312312312201e+01,5.059003889546291599e-02
1.320320320320320207e+01,5.005039898437376594e-02
1.328328328328328389e+01,4.951467466592281846e-02
1.336336336336336394e+01,4.898286438350835797e-02
1.344344344344344400e+01,4.845496658052865502e-02
1.352352352352352405e+01,4.793097970038195932e-02
1.360360360360360410e+01,4.741090218646653448e-02
1.368368368368368415e+01,4.689473248218068574e-02
1.376376376376376420e+01,4.638246903092264201e-02
1.384384384384384425e+01,4.587411027609070158e-02
1.392392392392392431e+01,4.536965466108313499e-02
1.400400400400400436e+01,4.486910062929819198e-02
1.408408408408408441e+01,4.437244662413415003e-02
1.416416416416416446e+01,4.387969108898928661e-02
1.424424424424424451e+01,4.339083246726184451e-02
1.432432432432432456e+01,4.290586920235013590e-02
1.440440440440440462e+01,4.242479973765239665e-02
1.448448448448448467e+01,4.194762251656689728e-02
1.456456456456456472e+01,4.147433598249191528e-02
1.464464464464464477e+01,4.100493857882572812e-02
1.472472472472472482e+01,4.053942874896659943e-02
1.480480480480480487e+01,4.007780493631278584e-02
1.488488488488488493e+01,3.962006558426258568e-02
1.496496496496496498e+01,3.916620913621424172e-02
1.504504504504504503e+01,3.871623403556602450e-02
1.512512512512512508e+01,3.827013872571621150e-02
1.520520520520520513e+01,3.782792165006308022e-02
1.528528528528528518e+01,3.738958125200488730e-02
1.536536536536536524e+01,3.695511597493990330e-02
1.544544544544544529e+01,3.652452426226638488e-02
1.552552552552552534e+01,3.609780455738263727e-02
1.560560560560560539e+01,3.567495530368691020e-02
1.568568568568568544e+01,3.525597494457744646e-02
1.576576576576576549e+01,3.484086192345257210e-02
1.584584584584584555e+01,3.442961468371050215e-02
1.592592592592592560e+01,3.402223166874954186e-02
1.600600600600600387e+01,3.361871132196794093e-02
1.608608608608608392e+01,3.321905208676399074e-02
1.616616616616616398e+01,3.282325240653592713e-02
1.624624624624624403e+01,3.243131072468204840e-02
1.632632632632632408e+01,3.204322548460061121e-02
1.640640640640640413e+01,3.165899512968987223e-02
1.648648648648648773e+01,3.127861810334810894e-02
1.656656656656656779e+01,3.090209284897361963e-02
1.664664664664664784e+01,3.052941780996463669e-02
1.672672672672672789e+01,3.016059142971944801e-02
1.680680680680680794e+01,2.979561215163633106e-02
1.688688688688688799e+01,2.943447841911352864e-02
1.696696696696696804e+01,2.907718592151947723e-02
1.704704704704704810e+01,2.872371447763536964e-02
1.712712712712712815e+01,2.837403823310822443e-02
1.720720720720720820e+01,2.802813132646390926e-02
1.728728728728728825e+01,2.768596789622826751e-02
1.736736736736736830e+01,2.734752208092715298e-02
1.744744744744744835e+01,2.701276801908642292e-02
1.752752752752752841e+01,2.668167984923192071e-02
1.760760760760760846e+01,2.635423170988949668e-02
1.768768768768768851e+01,2.603039773958500808e-02
1.776776776776776856e+01,2.571015207684429829e-02
1.784784784784784861e+01,2.539346886019323846e-02
1.792792792792792866e+01,2.508032222815765114e-02
1.800800800800800872e+01,2.477068631926341441e-02
1.808808808808808877e+01,2.446453527203636472e-02
1.816816816816816882e+01,2.416184322500235931e-02
1.824824824824824887e+01,2.386258431668724506e-02
1.832832832832832892e+01,2.356673268561688267e-02
1.840840840840840897e+01,2.327426247031711901e-02
1.848848848848848903e+01,2.298514780931379051e-02
1.856856856856856908e+01,2.269936284113277872e-02
1.864864864864864913e+01,2.241688170429992008e-02
1.872872872872872918e+01,2.213767853734105104e-02
1.880880880880880923e+01,2.186172747878204620e-02
1.888888888888888928e+01,2.158900266714874894e-02
1.896896896896896934e+01,2.131947824096700958e-02
1.904904904904904939e+01,2.105312833876268538e-02
1.912912912912912944e+01,2.078992709906161279e-02
1.920920920920920949e+01,2.052984866038966294e-02
1.928928928928928954e+01,2.027286716127267574e-02
1.936936936936936959e+01,2.001895674023650498e-02
1.944944944944944965e+01,1.976809153580699752e-02
1.952952952952952970e+01,1.952024568651001754e-02
1.960960960960960975e+01,1.927539333087140497e-02
1.968968968968968980e+01,1.903350860741702053e-02
1.976976976976976985e+01,1.879456565467270759e-02
1.984984984984984990e+01,1.855853861116431650e-02
1.992992992992992995e+01,1.832540161541770796e-02
2.001001001001001001e+01,1.809512880595872536e-02
2.009009009009009006e+01,1.786769432131322943e-02
2.017017017017017011e+01,1.764307230000705662e-02
2.025025025025025016e+01,1.742123688056607458e-02
2.033033033033033021e+01,1.720216220151613365e-02
2.041041041041041026e+01,1.698582240138307026e-02
2.049049049049049032e+01,1.677219161869275207e-02
2.057057057057057037e+01,1.656124399197102248e-02
2.065065065065065042e+01,1.635295365974373180e-02
2.073073073073073047e+01,1.614729476053674076e-02
2.081081081081081052e+01,1.594424143287588927e-02
2.089089089089089057e+01,1.574376781528703806e-02
2.097097097097097063e+01,1.554584804629603918e-02
2.105105105105105068e+01,1.535045626442873429e-02
2.113113113113113073e+01,1.515756660821097890e-02
2.121121121121121078e+01,1.496715321616863374e-02
2.129129129129129083e+01,1.477919022682754047e-02
2.137137137137137088e+01,1.459365177871355460e-02
2.145145145145145094e+01,1.441051201035252471e-02
2.153153153153153099e+01,1.422974506027030808e-02
2.161161161161161104e+01,1.405132506699274808e-02
2.169169169169169109e+01,1.387522616904570197e-02
2.177177177177177114e+01,1.370142250495502353e-02
2.185185185185185119e+01,1.352988821324656137e-02
2.193193193193193125e+01,1.336059743244615711e-02
2.201201201201201130e+01,1.319352430107968537e-02
2.209209209209209135e+01,1.302864295767297391e-02
2.217217217217217140e+01,1.286592754075189041e-02
2.225225225225225145e+01,1.270535218884228171e-02
2.233233233233233150e+01,1.254689104046999119e-02
2.241241241241241156e+01,1.239051823416088653e-02
2.249249249249249161e+01,1.223620926031938026e-02
2.257257257257257166e+01,1.208394530397407379e-02
2.265265265265265171e+01,1.193370904935742507e-02
2.273273273273273176e+01,1.178548318070920566e-02
2.281281281281281181e+01,1.163925038226916973e-02
2.289289289289289542e+01,1.149499333827707845e-02
2.297297297297297547e+01,1.135269473297271028e-02
2.305305305305305552e+01,1.121233725059581771e-02
2.313313313313313557e+01,1.107390357538616879e-02
2.321321321321321562e+01,1.093737639158352121e-02
2.329329329329329568e+01,1.080273838342764477e-02
2.337337337337337573e+01,1.066997223515829540e-02
2.345345345345345578e+01,1.053906063101524467e-02
