  2.18000007  0.647072  0.  0.
  2.4749999  0.821051  0.  0.
  2.76999998  0.964686  0.  0.
  3.06500006  1.07718  0.  0.
  3.3599999  1.16219  0.00394666642  0.00458677625
  3.65499997  1.22357  0.00516402386  0.00631854468
  3.95000005  1.26425  0.00651045442  0.008230842
  4.24499989  1.28726  0.00808602273  0.0104088136
  4.53999996  1.29527  0.009799999  0.0126936447
  4.83500004  1.29082  0.0115699992  0.0149347863
  5.13000011  1.27503  0.013619642  0.0173654521
  5.42500019  1.24958  0.0157016143  0.0196204232
  5.71999979  1.2176  0.0180806428  0.0220149907
  6.01499987  1.18071  0.0204596773  0.0241569456
  6.30999994  1.14017  0.0231514275  0.0263965631
  6.60500002  1.09703  0.0258485734  0.0283566605
  6.9000001  1.05215  0.0287701339  0.0302704963
  7.19500017  1.00627  0.0318350703  0.0320346761
  7.48999977  0.959981  0.0349000007  0.0335033376
  7.78499985  0.913796  0.0383586228  0.0350519561
  8.07999992  0.868125  0.0418172449  0.0363025957
  8.375  0.823313  0.0452914953  0.0372890769
  8.67000008  0.779621  0.0490574479  0.0382462166
  8.96500015  0.737262  0.0529926479  0.0390694656
  9.26000023  0.696388  0.0571284294  0.0397835527
  9.55500031  0.657111  0.0612642169  0.0402573908
  9.85000038  0.619507  0.0653999984  0.0405157568
  10.1450005  0.583615  0.0699660897  0.0408332595
  10.4399996  0.549451  0.0745321631  0.0409517716
  10.7349997  0.517005  0.0790982544  0.040894193
  11.0299997  0.486256  0.0837030709  0.0407011204
  11.3249998  0.457168  0.0886499941  0.0405279405
  11.6199999  0.429691  0.0935969234  0.0402177556
  11.915  0.403763  0.0985438406  0.0397883567
  12.21  0.379337  0.103490758  0.0392578736
  12.5050001  0.356349  0.109099996  0.0388776745
  12.8000002  0.334735  0.11500001  0.0384945282
  13.0950003  0.314427  0.120900011  0.0380142278
  13.3900003  0.295359  0.126800013  0.0374515249
  13.6850004  0.277461  0.132700014  0.0368190786
  13.9799995  0.26067  0.138950002  0.0362200971
  14.2749996  0.244921  0.145218754  0.0355671224
  14.5699997  0.230153  0.151487494  0.0348653011
  14.8649998  0.216307  0.157756233  0.0341237775
  15.1599998  0.203326  0.164024997  0.0333505465
  15.4549999  0.191157  0.170829403  0.0326552363
  15.75  0.179747  0.178117633  0.0320161102
  16.0450001  0.169048  0.185405874  0.0313424922
  16.3400002  0.159016  0.192694104  0.0306414456
  16.6350002  0.149606  0.199982357  0.0299185605
  16.9300003  0.14078  0.207270575  0.0291795515
  17.2250004  0.132499  0.214849997  0.0284674097
  17.5200005  0.124728  0.222520018  0.0277544768
  17.8150005  0.117436  0.230189991  0.0270325918
  18.1100006  0.11059  0.237860012  0.0263049387
  18.4050007  0.104164  0.245530009  0.0255753879
  18.7000008  0.0981299  0.253200006  0.0248464913
  18.9950008  0.0924629  0.260870028  0.0241207993
  19.2900009  0.0871396  0.269304562  0.0234670918
  19.5849991  0.0821382  0.277752209  0.0228140665
  19.8799992  0.0774395  0.286199951  0.0221631811
  20.1749992  0.0730256  0.294647694  0.0215168246
  20.4699993  0.0688777  0.303095436  0.0208765165
  20.7649994  0.0649778  0.311543131  0.0202433872
  21.0599995  0.061313  0.319990873  0.0196196004
  21.3549995  0.0578665  0.328972888  0.0190365096
  21.6499996  0.0546265  0.338437486  0.0184876553
  21.9449997  0.0515789  0.34790206  0.0179444055
  22.2399998  0.0487119  0.357366657  0.0174080089
  22.5349998  0.0460139  0.366831231  0.0168793356
  22.8299999  0.043475  0.376295829  0.0163594612
  23.125  0.0410858  0.385760427  0.0158492757
  23.4200001  0.038836  0.395225  0.0153489581
  23.7150002  0.0367174  0.404860735  0.0148654335
  24.0100002  0.0347226  0.414764309  0.0144016952
  24.3050003  0.0328435  0.424667883  0.0139475796
  24.6000004  0.0310727  0.434571457  0.0135033085
  24.8950005  0.0294024  0.444475031  0.0130686326
  25.1900005  0.0278291  0.454378605  0.0126449476
  25.4850006  0.0263443  0.464282179  0.012231189
  25.7800007  0.0249429  0.474185753  0.0118275678
  26.0750008  0.0236223  0.484089327  0.0114353033
  26.3700008  0.0223751  0.493992853  0.0110531395
  26.6650009  0.0211985  0.505310202  0.0107118183
  26.9599991  0.0200868  0.516787481  0.0103806068
  27.2549992  0.019037  0.528264809  0.0100565772
  27.5499992  0.0180452  0.539742184  0.00973975565
  27.8449993  0.017107  0.551219511  0.00942971218
  28.1399994  0.016221  0.562696838  0.00912750542
  28.4349995  0.015384  0.574174213  0.0088330961
  28.7299995  0.0145922  0.585651541  0.00854594441
  29.0249996  0.0138432  0.597128916  0.00826617501
  29.3199997  0.0131355  0.608606243  0.00799434731
  29.6149998  0.012465  0.620083618  0.0077293423
  29.9099998  0.0118314  0.631560946  0.00747225017
  30.2049999  0.0112313  0.643038273  0.00722215575
  30.5  0.010664  0.654515648  0.00697975487
  30.7950001  0.0101262  0.665993023  0.00674397855
  31.0900002  0.0096176  0.67747035  0.00651563884
  31.3850002  0.00913536  0.688947678  0.00629378506
  31.6800003  0.00867814  0.700425053  0.00607838667
  31.9750004  0.00824576  0.71190238  0.00587017617
  32.2700005  0.00783558  0.723379707  0.00566809957
  32.5649986  0.00744811  0.734857035  0.00547329603
  32.8600006  0.00708036  0.746589518  0.00528612256
  33.1549988  0.00673122  0.759321022  0.00511115685
  33.4500008  0.00639989  0.772052765  0.00494105277
  33.7449989  0.00608676  0.784784222  0.00477679321
  34.0400009  0.00578905  0.797515869  0.00461685924
  34.3349991  0.00550757  0.810247421  0.00446249439
